product_id,name
945831417949,大米_1
157256540858,大米_2
971961247652,大米_3
362990977883,大米_4
519397754525,大米_5
602602414146,大米_6
739374423586,大米_7
959716720904,大米_8
686639351792,大米_9
787302568751,大米_10
329027692430,大米_11
147595019795,大米_12
463225405641,大米_13
445595336256,大米_14
414731799739,大米_15
313235010074,大米_16
715991497642,大米_17
300054755737,大米_18
653216713858,大米_19
763609242472,大米_20
502424320504,大米_21
794469149325,大米_22
354976877571,大米_23
151816616564,大米_24
199897994351,大米_25
395123487850,大米_26
676371581111,大米_27
610036298047,大米_28
988462921359,大米_29
127336140671,大米_30
526437501169,大米_31
860055230646,大米_32
954381241780,大米_33
251693501243,大米_34
439537116377,大米_35
786371839819,大米_36
396337249288,大米_37
632778487607,大米_38
398639896759,大米_39
442475670310,大米_40
774771581869,大米_41
483857814835,大米_42
562592452349,大米_43
588392242046,大米_44
303195301032,大米_45
361431196470,大米_46
122486394033,大米_47
492429797684,大米_48
350129190965,大米_49
483610718795,大米_50
189174629969,大米_51
821697778357,大米_52
250800649353,大米_53
744087539504,大米_54
409991742138,大米_55
377745389870,大米_56
636405171624,大米_57
338098170108,大米_58
196419910483,大米_59
728328409544,大米_60
351142541910,大米_61
988197278462,大米_62
870135459213,大米_63
295703223511,大米_64
739585752481,大米_65
540591254224,大米_66
364105057022,大米_67
926632543080,大米_68
739430542998,大米_69
856194733094,大米_70
462254215448,大米_71
186392756420,大米_72
769604791514,大米_73
793984621746,大米_74
158422754649,大米_75
951981431940,大米_76
790429099988,大米_77
764377174944,大米_78
933360656085,大米_79
157678462179,大米_80
943150398890,大米_81
115147845361,大米_82
873444722918,大米_83
841856430274,大米_84
768085125032,大米_85
715097097299,大米_86
644188781116,大米_87
120584404537,大米_88
793087296060,大米_89
119524582774,大米_90
477216527133,大米_91
176999141357,大米_92
749420525342,大米_93
608251546436,大米_94
551985758736,大米_95
288165786434,大米_96
591343443012,大米_97
637154178783,大米_98
779209820202,大米_99
683657283900,大米_100
601357076607,大米_101
194737197138,大米_102
336231207031,大米_103
921823801673,大米_104
609218869766,大米_105
342858446251,大米_106
204085451319,大米_107
218738890444,大米_108
905685610933,大米_109
147678826118,大米_110
529797010328,大米_111
390014920967,大米_112
583850755517,大米_113
786838814987,大米_114
285543629427,大米_115
565134516286,大米_116
278334867803,大米_117
153915230472,大米_118
390545931533,大米_119
252347993480,大米_120
188064333442,大米_121
222092068264,大米_122
757891291342,大米_123
618141223938,大米_124
701248451420,大米_125
326036476335,大米_126
920747522593,大米_127
192685338353,大米_128
385948686484,大米_129
625169729029,大米_130
195208925610,大米_131
483700984796,大米_132
392207117515,大米_133
143540511285,大米_134
122785946889,大米_135
707093263583,大米_136
725952758104,大米_137
439762860472,大米_138
532853089416,大米_139
283159185293,大米_140
497953109604,大米_141
656507797340,大米_142
319664007649,大米_143
368480537703,大米_144
372007439670,大米_145
802234407306,大米_146
185330970508,大米_147
125860918496,大米_148
280516194071,大米_149
588014850955,大米_150
648301265375,大米_151
304664388466,大米_152
386638315291,大米_153
284079857466,大米_154
792804948619,大米_155
122284946435,大米_156
501405375886,大米_157
199838461490,大米_158
958799310584,大米_159
368765966440,大米_160
584240535162,大米_161
220921523822,大米_162
276167493651,大米_163
188565532096,大米_164
490922789209,大米_165
246966943900,大米_166
110066228330,大米_167
250158579797,大米_168
186622374831,大米_169
824671678548,大米_170
223515064449,大米_171
975044506631,大米_172
423197940643,大米_173
223340930146,大米_174
343202173690,大米_175
739646041891,大米_176
171323673277,大米_177
660782498134,大米_178
293854265407,大米_179
390683532355,大米_180
241192031912,大米_181
498706863103,大米_182
467048609490,大米_183
496623633765,大米_184
366037795778,大米_185
933020592207,大米_186
563210899191,大米_187
422650657536,大米_188
732528891074,大米_189
602807511034,大米_190
144604197860,大米_191
354512854897,大米_192
430099668650,大米_193
629550288107,大米_194
290471015057,大米_195
667955527186,大米_196
665495038008,大米_197
405723241779,大米_198
712852472725,大米_199
212915257783,大米_200
103459792362,大米_201
435138858256,大米_202
989947540430,大米_203
753035165757,大米_204
881952432549,大米_205
452995484936,大米_206
534918802469,大米_207
623776555823,大米_208
359240285331,大米_209
781342165710,大米_210
770156456705,大米_211
816976493443,大米_212
927021055959,大米_213
352446584027,大米_214
894552695340,大米_215
133942998327,大米_216
