product_id,category_id,name,price,change_date
944297526629,1101010001,大米_246,11.93,2027-07-06
504636132674,1101010001,大米_256,8.2,2027-07-06
683657283900,1101010001,大米_100,8.06,2027-07-06
584240535162,1101010001,大米_161,4.61,2027-07-06
765737117918,1101010001,大米_248,13.43,2027-07-06
200552514070,1101010001,大米_276,4.67,2027-07-06
467048609490,1101010001,大米_183,3.56,2027-07-06
280516194071,1101010001,大米_149,7.32,2027-07-06
145699739995,1101010001,大米_289,5.64,2027-07-06
551985758736,1101010001,大米_95,7.56,2027-07-06
278334867803,1101010001,大米_117,4.66,2027-07-06
873444722918,1101010001,大米_83,7.33,2027-07-06
683657283900,1101010001,大米_100,5.92,2027-07-06
660782498134,1101010001,大米_178,6.08,2027-07-06
563210899191,1101010001,大米_187,2.87,2027-07-06
222092068264,1101010001,大米_122,4.44,2027-07-06
539558325217,1101010001,大米_249,4.28,2027-07-06
331701444410,1101010001,大米_292,4.25,2027-07-06
610036298047,1101010001,大米_28,7.98,2027-07-06
340090037502,1101010001,大米_279,5.19,2027-07-06
498706863103,1101010001,大米_182,5.88,2027-07-06
602807511034,1101010001,大米_190,2.87,2027-07-06
490922789209,1101010001,大米_165,5.66,2027-07-06
129042485764,1101010001,大米_255,3.21,2027-07-06
186622374831,1101010001,大米_169,4.44,2027-07-06
280516194071,1101010001,大米_149,4.07,2027-07-06
915339479104,1101010001,大米_244,5.89,2027-07-06
959716720904,1101010001,大米_8,3.75,2027-07-06
715991497642,1101010001,大米_17,4.06,2027-07-06
439537116377,1101010001,大米_35,4.39,2027-07-06
138999764579,1101010001,大米_254,2.87,2027-07-06
329027692430,1101010001,大米_11,3.48,2027-07-06
496623633765,1101010001,大米_184,5.77,2027-07-06
739585752481,1101010001,大米_65,4.23,2027-07-06
867512270891,1101010001,大米_223,2.93,2027-07-06
396337249288,1101010001,大米_37,4.93,2027-07-06
707093263583,1101010001,大米_136,4.83,2027-07-06
786838814987,1101010001,大米_114,2.72,2027-07-06
303195301032,1101010001,大米_45,5.48,2027-07-06
530398838365,1101010001,大米_232,3.98,2027-07-06
523403452142,1101010001,大米_283,3.54,2027-07-06
534918802469,1101010001,大米_207,3.73,2027-07-06
392207117515,1101010001,大米_133,4.71,2027-07-06
336231207031,1101010001,大米_103,3.72,2027-07-06
151816616564,1101010001,大米_24,4.97,2027-07-06
492429797684,1101010001,大米_48,3.51,2027-07-06
963877525880,1101010001,大米_278,4.61,2027-07-06
158422754649,1101010001,大米_75,3.41,2027-07-06
768655730040,1101010001,大米_305,5.04,2027-07-06
359240285331,1101010001,大米_209,3.32,2027-07-06
343202173690,1101010001,大米_175,3.2,2027-07-06
991196315757,1101010001,大米_302,2.77,2027-07-06
927021055959,1101010001,大米_213,6.27,2027-07-06
110066228330,1101010001,大米_167,4.58,2027-07-06
749420525342,1101010001,大米_93,4.06,2027-07-06
172194647903,1101010001,大米_300,4.73,2027-07-06
199897994351,1101010001,大米_25,3.74,2027-07-06
674296842484,1101010001,大米_287,6.23,2027-07-06
468084173016,1101010001,大米_262,5.0,2027-07-06
520892352855,1101010001,大米_257,4.08,2027-07-06
529797010328,1101010001,大米_111,3.76,2027-07-06
600436649506,1101010001,大米_242,5.46,2027-07-06
351142541910,1101010001,大米_61,2.54,2027-07-06
793984621746,1101010001,大米_74,5.53,2027-07-06
492429797684,1101010001,大米_48,3.77,2027-07-06
387686896236,1101010001,大米_237,3.75,2027-07-06
802234407306,1101010001,大米_146,3.89,2027-07-06
128986863721,1101010001,大米_277,2.69,2027-07-06
119524582774,1101010001,大米_90,2.62,2027-07-06
764377174944,1101010001,大米_78,5.74,2027-07-06
284079857466,1101010001,大米_154,3.16,2027-07-06
866434033085,1101010001,大米_266,2.57,2027-07-06
920747522593,1101010001,大米_127,4.86,2027-07-06
629550288107,1101010001,大米_194,5.59,2027-07-06
950683748525,1101010001,大米_225,4.21,2027-07-06
551985758736,1101010001,大米_95,3.54,2027-07-06
790429099988,1101010001,大米_77,3.37,2027-07-06
933360656085,1101010001,大米_79,4.98,2027-07-06
870135459213,1101010001,大米_63,3.44,2027-07-06
702128947543,1101010001,大米_310,3.44,2027-07-06
711053548367,1101010001,大米_260,4.53,2027-07-06
610036298047,1101010001,大米_28,4.13,2027-07-06
193276879965,1101010001,大米_285,4.03,2027-07-06
111539211847,1101010001,大米_251,3.99,2027-07-06
841856430274,1101010001,大米_84,4.58,2027-07-06
971961247652,1101010001,大米_3,2.54,2027-07-06
701248451420,1101010001,大米_125,5.42,2027-07-06
584240535162,1101010001,大米_161,2.54,2027-07-06
