product_id,category_id,name,price,change_date
944297526629,1101010001,大米_246,11.93,2027-06-19
504636132674,1101010001,大米_256,8.2,2027-06-19
683657283900,1101010001,大米_100,8.06,2027-06-19
584240535162,1101010001,大米_161,4.61,2027-06-19
765737117918,1101010001,大米_248,11.84,2027-06-19
200552514070,1101010001,大米_276,4.17,2027-06-19
467048609490,1101010001,大米_183,3.56,2027-06-19
280516194071,1101010001,大米_149,7.32,2027-06-19
145699739995,1101010001,大米_289,5.64,2027-06-19
551985758736,1101010001,大米_95,7.56,2027-06-19
462254215448,1101010001,大米_71,6.42,2027-06-19
278334867803,1101010001,大米_117,3.84,2027-06-19
873444722918,1101010001,大米_83,6.1,2027-06-19
683657283900,1101010001,大米_100,5.02,2027-06-19
660782498134,1101010001,大米_178,5.06,2027-06-19
563210899191,1101010001,大米_187,2.87,2027-06-19
222092068264,1101010001,大米_122,4.44,2027-06-19
539558325217,1101010001,大米_249,4.28,2027-06-19
789043102426,1101010001,大米_275,6.33,2027-06-19
331701444410,1101010001,大米_292,4.25,2027-06-19
212915257783,1101010001,大米_200,2.81,2027-06-19
610036298047,1101010001,大米_28,7.1,2027-06-19
340090037502,1101010001,大米_279,4.33,2027-06-19
498706863103,1101010001,大米_182,4.83,2027-06-19
602807511034,1101010001,大米_190,2.5,2027-06-19
342858446251,1101010001,大米_106,3.33,2027-06-19
490922789209,1101010001,大米_165,4.7,2027-06-19
824671678548,1101010001,大米_170,4.11,2027-06-19
129042485764,1101010001,大米_255,2.82,2027-06-19
293854265407,1101010001,大米_179,3.19,2027-06-19
186622374831,1101010001,大米_169,3.91,2027-06-19
280516194071,1101010001,大米_149,4.07,2027-06-19
915339479104,1101010001,大米_244,5.1,2027-06-19
959716720904,1101010001,大米_8,3.75,2027-06-19
715991497642,1101010001,大米_17,4.06,2027-06-19
601357076607,1101010001,大米_101,3.13,2027-06-19
439537116377,1101010001,大米_35,3.64,2027-06-19
138999764579,1101010001,大米_254,2.87,2027-06-19
329027692430,1101010001,大米_11,3.48,2027-06-19
496623633765,1101010001,大米_184,4.9,2027-06-19
525527521009,1101010001,大米_253,4.6,2027-06-19
739585752481,1101010001,大米_65,3.76,2027-06-19
867512270891,1101010001,大米_223,2.61,2027-06-19
396337249288,1101010001,大米_37,4.93,2027-06-19
707093263583,1101010001,大米_136,4.83,2027-06-19
368765966440,1101010001,大米_160,3.4,2027-06-19
786838814987,1101010001,大米_114,2.72,2027-06-19
303195301032,1101010001,大米_45,5.48,2027-06-19
530398838365,1101010001,大米_232,3.98,2027-06-19
523403452142,1101010001,大米_283,3.14,2027-06-19
534918802469,1101010001,大米_207,3.11,2027-06-19
276167493651,1101010001,大米_163,4.21,2027-06-19
392207117515,1101010001,大米_133,4.15,2027-06-19
336231207031,1101010001,大米_103,3.72,2027-06-19
151816616564,1101010001,大米_24,4.97,2027-06-19
492429797684,1101010001,大米_48,3.51,2027-06-19
963877525880,1101010001,大米_278,3.92,2027-06-19
158422754649,1101010001,大米_75,2.82,2027-06-19
258657907552,1101010001,大米_250,3.13,2027-06-19
768655730040,1101010001,大米_305,5.04,2027-06-19
894552695340,1101010001,大米_215,5.32,2027-06-19
359240285331,1101010001,大米_209,3.32,2027-06-19
343202173690,1101010001,大米_175,3.2,2027-06-19
991196315757,1101010001,大米_302,2.77,2027-06-19
921823801673,1101010001,大米_104,5.11,2027-06-19
927021055959,1101010001,大米_213,6.27,2027-06-19
110066228330,1101010001,大米_167,4.58,2027-06-19
749420525342,1101010001,大米_93,3.41,2027-06-19
172194647903,1101010001,大米_300,4.16,2027-06-19
199897994351,1101010001,大米_25,3.26,2027-06-19
674296842484,1101010001,大米_287,5.56,2027-06-19
468084173016,1101010001,大米_262,5.0,2027-06-19
520892352855,1101010001,大米_257,4.08,2027-06-19
992525174003,1101010001,大米_226,4.15,2027-06-19
529797010328,1101010001,大米_111,3.76,2027-06-19
600436649506,1101010001,大米_242,4.87,2027-06-19
351142541910,1101010001,大米_61,2.54,2027-06-19
793984621746,1101010001,大米_74,4.94,2027-06-19
502424320504,1101010001,大米_21,2.31,2027-06-19
492429797684,1101010001,大米_48,3.77,2027-06-19
387686896236,1101010001,大米_237,3.27,2027-06-19
802234407306,1101010001,大米_146,3.31,2027-06-19
128986863721,1101010001,大米_277,2.69,2027-06-19
119524582774,1101010001,大米_90,2.22,2027-06-19
764377174944,1101010001,大米_78,5.06,2027-06-19
284079857466,1101010001,大米_154,3.16,2027-06-19
866434033085,1101010001,大米_266,2.57,2027-06-19
920747522593,1101010001,大米_127,4.31,2027-06-19
629550288107,1101010001,大米_194,4.78,2027-06-19
950683748525,1101010001,大米_225,3.73,2027-06-19
551985758736,1101010001,大米_95,3.54,2027-06-19
790429099988,1101010001,大米_77,3.37,2027-06-19
933360656085,1101010001,大米_79,4.33,2027-06-19
870135459213,1101010001,大米_63,3.44,2027-06-19
702128947543,1101010001,大米_310,3.44,2027-06-19
711053548367,1101010001,大米_260,3.81,2027-06-19
610036298047,1101010001,大米_28,3.54,2027-06-19
193276879965,1101010001,大米_285,4.03,2027-06-19
